Course Code,Course Title,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
 BIO414H5 , Advanced Integrative Physiology ,0.5,Science,None,BIO304H5 and  BIO310H5,HMB472H1or  KPE360H1 or  KPE462H1
 BIO416H5 , Field Course in Ecology ,0.5,Science,None,None,None
 BIO417H5 , Molecular and Structural Genomics ,0.5,Science,BIO347H5,BIO206H5 and  BIO207H5,BIO484H5 Winter 2020
 BIO419H5 , Molecular Aspects of Gene Regulation ,0.5,Science,None,( BIO207H5 and  BIO372H5) or permission of instructor,BIO484H5 (Fall 2018) or  MGY420H1
 BIO422H5 , Environmental Epigenetics ,0.5,Science,BIO341H5 and  BIO372H5,BIO312H5 and  BIO347H5,BIOD19H3
 BIO427H5 , Data Science in Biology ,0.5,Science,BIO361H5,BIO360H5,BIO429H5 or  CSC311H1 or  CSC311H5 or  CSC413H1 or  CSC413H5 or  CSCC11H3 or  STA314H1 or  STA314H5
 BIO429H5 , Data analysis in Neurobiology ,0.5,Science,None,BIO360H5 or permission of instructor,BIO427H5 or  CSC311H1 or  CSC311H5 or  CSC413H1 or  CSC413H5 or  CSCC11H3 or  STA314H1 or  STA314H5
 BIO434H5 , Social and Developmental Determinants of Human Health ,0.5,Science,None,permission of instructor,None
 BIO443H5 , Phylogenetic Principles ,0.5,Science,BIO259H5 or  BIO314H5 or  BIO360H5 or  STA215H5 or  PSY201H5,BIO206H5 and  BIO207H5,EEB462H1
 BIO445H5 , Evolutionary Ecology ,0.5,Science,None,BIO342H5,EEB324H1
 BIO458H5 , Genomics ,0.5,Science,None,BIO206H5 and  BIO207H5 and ( BIO362H5 or  CSC108H5) and permission of instructor,None
 BIO464H5 , Conservation and Biodiversity ,0.5,Science,None,BIO152H5 and  BIO153H5 and  BIO205H5 and permission of instructor,None
 BIO475H5 , Virology ,0.5,Science,BIO373H5,permission of instructor and ( BIO370Y5 or  BIO371H5 or  BIO372H5),CSB351Y1
 BIO476H5 , Molecular Basis of Disease ,0.5,Science,BIO341H5 and  BIO372H5,BIO310H5 and  BIO315H5,None
 BIO477H5 , The Human Genome and Cancer Biology ,0.5,Science,BIO314H5 and  BIO315H5,( BIO370Y5 or  BIO372H5) and permission of instructor,MGY470H1
 BIO481Y5 , Biology Research Project ,1.0,Science,None,permission of instructor,BIO400Y5 or  JCB487Y5
 BIO483H5 , Selected Topics in Biology I ,0.5,Science,None,Appropriate 200 and/or 300 level prerequisites core course requirement(s) will be posted on the Biology departmental website along with the Special Topics title and description prior to course registration.,None
 BIO484H5 , Selected Topics in Biology II ,0.5,Science,None,Appropriate 200 and/or 300 level prerequisites core course requirement(s) will be posted on the Biology departmental website along with the Special Topics title and description prior to course registration.,None
 CBJ481Y5 , Independent Project in Bioinformatics ,1.0,Science,CSC343H5 and  BIO372H5,permission of instructor,None
 CCT109H5 , Contemporary Communication Technologies ,0.5,Social Science,None,None,None
 CCT110H5 , Rhetoric and Media ,0.5,Social Science,None,CCT109H5,None
 CCT111H5 , Critical Coding ,0.5,Social Science,None,None,None
 CCT112H5 , Introduction to Management in the Networked Information Economy ,0.5,Social Science,None,None,None
 CCT200H5 ," Race, Media and Culture ",0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT202H5 , Human-Machine Communication ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT203H5 , Business Research Methods ,0.5,Social Science,None,CCT109H5 and  CCT110H5,CCT208H5
 CCT204H5 , Design Thinking I ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT205H5 , Digital Innovation and Cultural Transformation ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT206H5 ," Law, Technology and Culture ",0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT208H5 , Communications Research Methods ,0.5,Social Science,None,CCT109H5 and  CCT110H5,CCT203H5
 CCT210H5 ," Signs, Referents, and Meaning  ",0.5,Social Science,None,CCT109H5 and  CCT110H5,CCT213H5 or VIC223YI
 CCT211H5 , Fundamentals of User Interface Programming ,0.5,Social Science,None,CCT109H5 and  CCT110H5 and  CCT111H5,None
 CCT212H5 , Hacker Culture ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT218H5 , Foundations of Media and Technology Studies ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT219H5 , Media Economics I ,0.5,Social Science,None,CCT109H5 and  CCT110H5 and  CCT112H5,CCT319H5 or  ECO100Y5 or ( ECO101H5 or  ECO102H5)
 CCT221H5 , Digital Marketing I (DEM) ,0.5,Social Science,None,CCT109H5 and  CCT110H5 and  CCT112H5,CCT322H5 or  MGT252H5 or  MGT352H5
 CCT222H5 ," Political Economy of Communication, Culture, and Technology ",0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT224H5 , Organizational Studies I ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT225H5 , Information Systems ,0.5,Social Science,None,CCT224H5,MGM371H5 or  MGT371H5 or  RSM327H1 or  MGAC70H3
 CCT226H5 , Data Analysis I ,0.5,Social Science,None,CCT109H5 and  CCT110H5 and  CCT112H5,None
 CCT250H5 , Technology and Creative Expression ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT260H5 , Web Culture and Design ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT261H5 , Speculative Design I ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT270H5 , Principles in Game Design ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT273H5 , Professional Practice and Communication ,0.5,Social Science,None,"70% in  CCT110H5 or  WRI203H5, departmental approval.",None
 CCT285H5 , Immersive Environment Design ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT286H5 , Interactive Media Design ,0.5,Social Science,None,CCT109H5 and  CCT110H5 and  CCT285H5,None
 CCT295H5 ," Topics in Communication, Culture, Information and Technology ",0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT300H5 , Critical Analysis of Media ,0.5,Social Science,None,CCT210H5 or  CCT218H5,None
 CCT301H5 , Design for Online Cultures ,0.5,Social Science,None,CCT218H5,None
 CCT302H5 , Developing and Managing Communication Campaigns and Projects ,0.5,Social Science,None,A minimum of  8.0 university credits.,None
 CCT303H5 , Communicating In and Between Organizations ,0.5,Social Science,None,CCT210H5 or  CCT218H5,None
 CCT304H5 , Visual Communication and Digital Environments ,0.5,Social Science,None,CCT210H5,None
 CCT305H5 , Design and Implementation of Multimedia Documents ,0.5,Social Science,None,CCT204H5 or  CCT250H5,None
 CCT307H5 , Critical Infrastructure Studies ,0.5,Social Science,None,CCT218H5,CCT207H5
 CCT308H5 , Advanced Research Methodologies ,0.5,Social Science,None,CCT203H5 or  CCT208H5,None
 CCT310H5 , Popular Culture and Society ,0.5,Social Science,None,CCT210H5,None
 CCT311H5 , Game Design and Theory ,0.5,Social Science,None,CCT270H5,None
 CCT312H5 , Interactive Story Telling for Game Development ,0.5,Social Science,None,CCT270H5,None
 CCT314H5 ," Mind, Media and Representation ",0.5,Social Science,None,A minimum of 8.0 university credits including  CCT109H5 and  CCT110H5.,None
 CCT315H5 , Theory of Linguistic Communication ,0.5,Humanities,None,Minimum of 8.0 university credits,None
 CCT316H5 , Communication and Advertising ,0.5,Social Science,None,CCT210H5,None
 CCT317H5 , Creative and Experimental Coding ,0.5,Social Science,None,CCT211H5,None
 CCT320H5 ," Communication, Technology, and Social Change ",0.5,Social Science,None,CCT212H5 or  CCT218H5 or  CCT222H5,None
 CCT321H5 , Introduction to Finance ,0.5,Social Science,None,CCT112H5 and ( CCT219H5 or  CCT319H5) and  CCT224H5,MGM230H5 or  MGT230H5 or  MGT331Y1 or  MGT337Y5
 CCT324H5 , Organizational Studies II ,0.5,Social Science,None,CCT224H5,None
 CCT325H5 , Media Economics II ,0.5,Social Science,None,CCT219H5 or  CCT319H5 or  ECO100Y5 or ( ECO101H5 or  ECO102H5).,MGD425H5
 CCT326H5 , Communication across the Lifespan ,0.5,Social Science,None,CCT204H5 and  CCT210H5,None
 CCT331H5 , Social Media and Society ,0.5,Social Science,None,CCT218H5 or  CCT222H5,None
 CCT332H5 , Canadian Communication Policy ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT333H5 , Social Innovation ,0.5,Social Science,None,CCT250H5,None
 CCT334H5 , History and Theory of Game Production ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT335H5 , Technology and the City ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT336H5 , Comics and Digital Culture ,0.5,Social Science,None,None,None
 CCT340H5 ," Gender, Media and Technology ",0.5,Social Science,None,CCT109H5 and  CCT110H5 and ( CCT200H5 or  CCT210H5 or CCT222 or  WRI203H5),None
 CCT341H5 , Introduction to IT Consulting ,0.5,Social Science,None,Minimum of 8.0 university credits.,None
 CCT351H5 , Theory and Practice of Animation ,0.5,Social Science,None,A minimum of 8.0 university credits including  CCT109H5 and  CCT110H5.,None
 CCT352H5 , History and Practice of Design ,0.5,Social Science,None,CCT204H5,None
 CCT353H5 , Digital Media: Video ,0.5,Social Science,None,A minimum of 8.0 university credits including  CCT109H5 and  CCT110H5.,None
 CCT354H5 , Digital Marketing II ,0.5,Social Science,None,CCT221H5 or  CCT322H5,CCT356H5
 CCT355H5 , Critical Approaches to Innovation ,0.5,Social Science,None,CCT224H5,None
 CCT356H5 , Online Advertising and Marketing ,0.5,Social Science,None,CCT260H5,CCT354H5
 CCT357H5 , Digital Media: Photography ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT360H5 , Intermediate Web Design  ,0.5,Social Science,None,CCT260H5,None
 CCT361H5 , Speculative Design II ,0.5,Social Science,None,CCT261H5,None
 CCT365H5 , Surveillance ,0.5,Social Science,None,CCT109H5 and  CCT110H5 and  CCT206H5 or  CCT222H5,None
 CCT371H5 , Sound as Media ,0.5,Social Science,None,A minimum of 8.0 university credits including  CCT109H5 or  CCT110H5 or  CCT111H5,None
 CCT373H5 , Career Planning and Development ,0.5,Social Science,None,CCT273H5,None
 CCT374H5 , Critical Histories of Information Technologies ,0.5,Social Science,None,CCT218H5,None
 CCT376H5 , Introduction to Modelling Information ,0.5,Social Science,None,A minimum of 8.0 university credits.,None
 CCT380H5 , Human-Computer Interaction and Communication ,0.5,Social Science,None,CCT109H5 and  CCT110H5,None
 CCT381H5 , Media Audiences ,0.5,Social Science,None,CCT210H5,None
 CCT382H5 , Prototyping Digital Games ,0.5,Social Science,None,( CCT211H5 or  CCT285H5) and  CCT270H5,None
 CCT383H5 , The Interactive Society ,0.5,Social Science,None,A minimum of 8.0 university credits including  CCT109H5 and  CCT110H5.,None
 CCT384H5 , Inclusive Design and Social Responsibility ,0.5,Social Science,None,CCT204H5,None
 CCT385H5 , Conceptualizing Media Environments ,0.5,Social Science,None,CCT218H5 and  CCT310H5,None
 CCT386H5 , Information Practice in Virtual Worlds: Exploration of Information Environments ,0.5,Social Science,None,A minimum of 8.0 university credits including  CCT109H5 and  CCT110H5.,None
 CCT390H5 , Digital Media and Communications Abroad ,0.5,Social Science,None,Permission of ICCIT Director.,None
 CCT391H5 ," Topics in Communication, Culture, Information and Technology ",0.5,Social Science,None,A minimum 8.0 university credits.,None
 CCT395H5 ," Topics in Communication, Culture, Information & Technology ",0.5,Social Science,None,Minimum of 8.0 university credits.,None
 CCT399Y5 , Research Opportunity Program (ROP) ,1.0,None,None,A minimum of 10.0 credits or permission of instructor,CCT299Y5 or  VCC399Y5
 CCT400H5 , Advanced Project ,0.5,Social Science,None,completion of 13.0 university credits,None
 CCT401H5 , Advanced Thesis Course ,0.5,Social Science,None,CCT203H5 or  CCT208H5,None
 CCT402H5 ," Creating, Protecting and Managing Digital Artifacts ",0.5,Social Science,None,A minimum of 13.0 university credits including  CCT206H5.,None
 CCT403H5 ," Finance, Innovation and the Digital Firm ",0.5,Social Science,None,Minimum of 13.0 university credits.,None
 CCT404H5 ," Remote Work, Technology and Collaboration ",0.5,Social Science,CCT204H5,A minimum of 13.0 credits.,None
 CCT405H5 , Individual Project ,0.5,Social Science,None,Completion of 13.0 university credits.,CCT401H5
 CCT406H5 , Capstone Design Project ,0.5,Social Science,None,A minimum of 13.0 university credits including  CCT204H5 or  CCT260H5.,None
 CCT407Y5 , Advanced Field Experiences in CCIT ,1.0,Social Science,None,Permission of the ICCIT Director.,CCT409H5
 CCT409H5 , Special Topics in Work-Based Learning ,0.5,Social Science,None,A minimum 13.0 university credits and CGPA of 2.5.,CCT410H5
 CCT410H5 , CCIT Internship I ,0.5,Social Science,None,"Completion of 13.0 credits with a minimum CGPA of 2.5 and approval of the internship coordinator/instructor, and evidence of additional career development (e.g. workshops, networking events, and professional communication with faculty, librarians, staff, and peers).",CCT409H5 and  WRI410H5.
 CCT411H5 , CCIT Internship II ,0.5,Social Science,None,Completion of 13.0 university credits including  CCT410H5 and a CGPA of 2.5 and permission of internship coordinator.,None
 CCT412H5 , Self-Directed Research Project: Advanced Studio Practices ,0.5,Social Science,None,1.0 credit from  CCT305H5 or  CCT351H5 or  CCT353H5 or  CCT357H5 or  CCT360H5.,None
 CCT414H5 ," Special Topics in Knowledge, Media and Design ",0.5,Social Science,None,A minimum 13.0 university credits,None
 CCT416H5 , Social Data Analytics ,0.5,Social Science,None,CCT203H5 or  CCT208H5,None
 CCT417H5 , Alternative Media ,0.5,Social Science,None,Minimum of 13.0 credits.,None
 CCT418H5 ," Work, Media and Technology ",0.5,Social Science,None,CCT222H5 or  CCT319H5,None
 CCT419H5 , User Experience Design - UXD and Board Games ,0.5,Social Science,None,A minimum of 8.0 credits including  CCT210H5 or  CCT218H5 or  CCT270H5 or  CCT380H5 or  CCT382H5.,None
 CCT420H5 , Information Technology and Globalization ,0.5,Social Science,None,A minimum of 13.0 university credits including  CCT109H5 and  CCT110H5.,None
 CCT423H5 , Game Development Project ,0.5,"Humanities, Social Science",None,CCT311H5 or  CCT312H5,None
 CCT424H5 , Organizational Studies III ,0.5,Social Science,None,CCT112H5 and ( CCT219H5 or  CCT319H5 or  CCT321H5) and ( CCT221H5 or  CCT322H5) and  CCT324H5.,MGT400H5 or  MGM400H5
 CCT430H5 , Networked Life ,0.5,Social Science,None,CCT203H5 or  CCT208H5,None
 CCT431H5 ," Drones, Robots, Artificial Intelligence ",0.5,Social Science,None,A minimum of 13.0 university credits.,None
 CCT432H5 , Ethics and Code ,0.5,Social Science,None,A minimum of 13.0 university credits.,None
 CCT433H5 , Sustainable Design ,0.5,Social Science,None,A minimum of 13.0 university credits including ( CCT204H5 or  CCT250H5),None
 CCT434H5 , Design Thinking II  ,0.5,Social Science,None,CCT204H5,None
 CCT435H5 , Media and Outer Space ,0.5,Social Science,None,A minimum of 13.0 university credits,CCT495H5
 CCT440H5 ," Power, Privilege and Technology ",0.5,Social Science,None,CCT200H5 and  CCT222H5,CCT395H5
 CCT441H5 , Online Collaborative Project Management ,0.5,Social Science,None,Minimum 13.0 university credits and minimum CGPA of 2.5.,None
 CCT448H5 , Game Design as Problem Solving ,0.5,Social Science,None,CCT311H5,None
 CCT449H5 , Immersive VR Journalism ,0.5,Social Science,None,CCT312H5 or  CCT351H5 or  CCT353H5 or  CCT357H5,None
 CCT450H5 , Designing Interactive Books ,0.5,Social Science,None,CCT204H5 and  CCT305H5 or permission of instructor,None
 CCT451H5 , Digital Media: Advanced Audio Production ,0.5,Humanities,None,CCT353H5,None
 CCT452H5 , Graphic Design and Popular Culture ,0.5,Social Science,None,CCT204H5 and  CCT352H5,None
 CCT453H5 , Digital Media:  Advanced Video Production ,0.5,Humanities,None,CCT353H5,None
 CCT454H5 , Documentary Practices ,0.5,Humanities,None,A minimum of 13.0 credits.,None
 CCT456H5 , Analysis and Visualization of Open Data ,0.5,Social Science,None,CCT356H5,None
 CCT457H5 , Digital Media:  Advanced Photography Production ,0.5,Social Science,None,CCT357H5,None
 CCT460H5 , Advanced Web Design ,0.5,Social Science,Solid experience with static HTML is mandatory.  Previous exposure to the logic of a programming language is advised.,CCT260H5 and  CCT360H5,None
 CCT461H5 , Speculative Design III ,0.5,Social Science,None,CCT361H5,None
 CCT470H5 , Information Visualization ,0.5,Social Science,None,CCT210H5 and ( CCT286H5 or  CCT304H5),None
 CCT472H5 , Media Archaeology ,0.5,Social Science,None,A minimum of 13.0 credits and 2.3 CGPA,None
 CCT473H5 , Career Strategies ,0.5,Social Science,None,Minimum of 13.0 credits.,None
 CCT475H5 ," Integrated Learning in Digital Media, Communication, and Technology ",0.5,Social Science,None,CCT273H5 and  CCT373H5,None
 CCT476H5 , Foundations of Operations Management ,0.5,Social Science,None,A minimum of 13.0 university credits including  CCT224H5.,None
 CCT477H5 , UX Design - Understanding Users ,0.5,Social Science,None,CCT380H5,CCT485H5
 CCT478H5 , UX Design - Prototyping and Evaluation ,0.5,Social Science,None,CCT380H5,CCT480H5
 CCT481H5 , Augmented Places and Social Media Spaces ,0.5,Social Science,None,A minimum of 13.0 university credits.,None
 CCT482H5 , Interactive Electronic Design ,0.5,Social Science,None,Minimum of 13.0 university credits.,None
 CCT483H5 ," Play, Performance and Community in Digital Games ",0.5,Social Science,None,"A minimum of 13.0 credits, including  CCT270H5.",None
 CCT486H5 , Digital Platforms: A Global Perspective  ,0.5,Social Science,None,A minimum of 13.0 University credits,CCT490H5
 CCT487H5 , Advanced Communication Policy in a Global Context  ,0.5,Social Science,None,CCT206H5 and  CCT332H5,None
 CCT490H5 ," Topics in Communication, Culture, Information and Technology ",0.5,Social Science,None,A minimum 13.0 university credits.,None
 CCT491H5 ," Topics in Communication, Culture, Information and Technology ",0.5,Social Science,None,A minimum of 13.0 university credits including  CCT109H5 and  CCT110H5 and permission of instructor,None
 CCT495H5 ," Topics in Communication, Culture, Information & Technology ",0.5,Social Science,None,A minimum of 13.0 university credits.,None
 CCT499Y5 , Research Opportunity ,1.0,Social Science,None,A minimum of 13.0 credits or permission of instructor,None
